video_id,views,likes,comments,keyword,engagement_rate
qSLvcJ4I1mw,5574014,26958,2243,yt,0.005238774068382319
LnoD70DZWUo,97539,368,47,yt,0.004254708373061032
4YJ3BTKMILw,17350988,109257,13163,yt,0.007055506003462166
Ng0L88y5ly8,1658722,10022,1041,yt,0.006669592614072762
hH9WY3YtV4g,1457790,5712,511,yt,0.004268790429348535
LnoD70DZWUo,97539,368,47,yt,0.004254708373061032
AUPqwWG8Zes,182617,1027,53,yt,0.005914016767332724
auY4RG0YgSQ,1146558,2701,148,yt,0.002484828504096609
4YJ3BTKMILw,17350988,109257,13163,yt,0.007055506003462166
KvlS4BwTUQw,833271,4141,651,yt,0.005750830162096125
W6sE1L2laCc,6264186,7883,867,yt,0.0013968295322009914
jgA2xo0HYrE,17381367,23691,4020,yt,0.0015942934753060561
pVENWl8uBeg,2036548,2668,925,yt,0.0017642599143256137
DvIRk8wvC_A,1687985,3773,661,yt,0.0026268005936071707
6RkyxNa2W9o,2040866,8123,681,yt,0.0043138550007692815
NTr1OH7RgEM,347715,1214,271,yt,0.004270738967257668
zoeBySsUJDs,1865013,5932,638,yt,0.0035227636482962855
aWbdGwH_wDg,17873721,64767,2640,yt,0.0037712908241098763
3FSXRYAS0tM,323125,3015,160,yt,0.009825918762088975
Mma08_alsdU,92523,579,57,yt,0.006873966473201258
rH9giCg3Nro,1855799,10263,1502,yt,0.006339587422991391
ex2E4vyGem0,3342334,11551,868,yt,0.0037156669560851788
PKnloiM-0Ns,6286627,45787,6119,yt,0.008256573835221971
EjAoBKagWQA,19122471,70513,9871,yt,0.004203640837002707
SyTu_ZdcBCo,3530644,16167,2093,yt,0.005171860997597039
aftEzWhd0A8,123818,953,144,yt,0.008859778061348108
vV3XQcCyyPc,2185122,6482,676,yt,0.003275789635544377
_SrQRnQtpI8,3806332,7698,0,yt,0.0020224194841648073
EhgUyhOJMrw,6553925,9959,2177,yt,0.0018517148121164036
rCBePMQZtfM,41225,2155,810,yt,0.071922377198302
3EQCOshGwPI,1166982,2349,532,yt,0.0024687613005170603
iC7Ic34EFfo,1617019,9012,553,yt,0.0059152056964080196
sikWYgndlP8,477629,3246,398,yt,0.007629352489065781
ytVww5r4Nk0,2989251,21033,1182,yt,0.007431627521409209
m5Ca65Gz8P8,55517,528,55,yt,0.010501287893798296
W45DRy7M1no,12996501,53540,12666,yt,0.005094140338234114
nZq_jeYsbTs,9898237,82021,5895,yt,0.008881985751604048
Hhdvp0vPnLo,56409,215,21,yt,0.00418372954670354
4-4fdII_9b0,92654,378,135,yt,0.00553672804196257
k66u3joqpQM,379828,1338,206,yt,0.00406499784112809
uSMy78BzZ9s,1704278,4522,658,yt,0.0030394102370622633
uEl2mC6DcOU,610460,1713,526,yt,0.0036677259771319987
6fCOrpL36cY,1798796,4542,578,yt,0.00284634833521978
nWFH-ps_3T0,69210,181,17,yt,0.002860858257477243
GBwxpV6-9vo,328755,840,236,yt,0.0032729540235129505
7b_WID3Leps,61668,342,0,yt,0.005545826036193812
kZzG6r1Jjd0,63750,242,58,yt,0.004705882352941176
QJhVM930YXY,5060046,24828,2688,yt,0.0054378952286204514
qn7duAZjP8w,2068151,13172,1506,yt,0.007097160700548461
t_Pb2Wf5Mbw,201213,498,145,yt,0.0031956185733526166
871NcqeLsLU,1769432,1194,295,yt,0.0008415129826972724
GwPLSrwhehc,493952,1138,116,yt,0.0025387082145633586
2-E_9ADC-kA,993220,2654,878,yt,0.003556110428706631
ObT_s54Pyzs,271,0,0,yt,0.0
